   log t (ps)      log MSD(A2)@ 5 K     log MSD(A2)@ 10 K   log MSD(A2)@ 20 K   log MSD(A2)@ 30 K   log MSD(A2)@ 60 K   log MSD(A2)@ 100 K  log MSD(A2)@ 300 K  log MSD(A2)@ 500 K    
    2.1937          4.40033894          4.12134539          3.35458488          3.07666501          2.34288549          1.89678766          1.30578796          1.01076633 
    2.1942          4.40131047          4.12241989          3.35543748          3.07754481          2.34364197          1.89730145          1.30618377          1.01246151 
    2.1948          4.40227815          4.12349312          3.35628540          3.07844291          2.34437601          1.89782084          1.30653527          1.01403160 
    2.1953          4.40325097          4.12456587          3.35713462          3.07933962          2.34508433          1.89836013          1.30682144          1.01547768 
    2.1959          4.40423109          4.12563359          3.35797873          3.08023500          2.34575092          1.89888479          1.30707248          1.01675389 
    2.1965          4.40520940          4.12669492          3.35881640          3.08113356          2.34639171          1.89939125          1.30723235          1.01788089 
    2.1970          4.40618837          4.12776045          3.35965040          3.08203325          2.34700383          1.89987991          1.30731799          1.01885498 
    2.1976          4.40717604          4.12882834          3.36048137          3.08292872          2.34759730          1.90034172          1.30733376          1.01966356 
    2.1981          4.40817351          4.12989130          3.36130421          3.08382183          2.34818571          1.90075791          1.30724894          1.02033971 
    2.1987          4.40917363          4.13095553          3.36211937          3.08470895          2.34875492          1.90116252          1.30704492          1.02085185 
